Fan-in,Fan-out,Combinational Logic Depth,Propagation delay (register to flip-flop) (ps),Propagation delay (flip-flop to register) (ps),Setup time (ps),Hold time (ps),Rise transition time (ps),Fall transition time (ps),Propagation delay (low to high) (ps),Propagation delay (high to low) (ps),Clock pulse (ps)
6,1,10,1881.8606265842268,1485.3564778383702,542.641664413515,53.09525138239317,615.5557574221735,323.1252880572586,562.9819341665448,614.0595430610992,4210.526315789474
5,7,16,1866.0233232321975,1643.1105495256256,180.74863157927564,254.4852761247645,162.87029154009105,92.22239507021034,469.2210507514052,785.704302085063,5555.555555555556
2,7,7,1011.510868527438,811.0103465770509,172.3230948539041,63.25858952110854,402.44408091565725,320.8763915643476,136.39147020567563,1008.0912548524839,6060.60606060606
2,9,10,403.82848251335946,1666.6852047437221,114.78069378218196,151.184794264643,585.9316932827231,392.82127500181093,139.09708880275494,957.4859072551799,6250.0
4,3,10,1972.7141581322023,344.2067234924153,541.8300669730171,212.81653671276737,227.97864002250333,589.2806917014916,855.0526066602533,390.3175596790077,5797.101449275362
2,9,19,1710.0165556026816,1810.66998090895,620.9232232885194,352.20455938036685,526.8675394971544,539.1144083884221,592.8804737661112,1133.785789906309,5633.80281690141
2,1,2,424.39282616588036,1185.6662770767252,241.43528552700306,207.5477005292451,546.6163640754306,578.6618979741572,333.70422116043846,219.2673424025748,10256.410256410258
6,1,10,1857.5153887112701,1671.1359859324887,55.91817038349374,286.8583310920324,163.6518052945101,46.3563982264114,767.6467430842605,1060.1496528556904,12903.225806451614
4,4,12,1765.813451711831,1014.1729121329404,102.45046728208479,397.27039881964674,469.4648374640948,205.4272236812074,363.2010924401245,1167.453079557173,4761.9047619047615
6,9,16,1133.9085028269299,1358.439851353745,775.5736264822232,69.96586556123302,626.4364523437418,542.8800591838909,726.9475648657534,278.4119460093406,4301.075268817204
6,6,12,1264.2957843408728,1147.524789685004,264.5380308828394,124.39797969741743,419.1607050473159,407.8319198166078,482.3137966206131,888.7139919082397,10526.315789473687
4,3,10,918.2048669662345,1516.8611391595975,624.6095923569816,169.93890872710563,49.19836874984165,44.03824150794293,1002.3784938052373,125.11978103135829,8000.0
1,1,4,298.5709498796564,346.9339676550613,514.7443123292404,180.29470784475592,46.86923650026206,651.4159282481851,999.179700058793,534.0735641558534,7843.137254901962
6,4,6,803.3550349626219,308.63375118301485,330.2741261362009,176.18800860090738,311.3423014172092,627.3352757006564,614.6324458970894,658.2372951013949,5405.405405405406
5,9,15,1645.1362074764206,644.7858212182637,196.32231926862187,364.8921809714909,743.9074920081543,456.7985638751077,472.9174024552174,730.3226530187902,10000.0
5,3,4,208.33764140828518,487.18042420373905,132.25367780114888,291.3324048974054,213.79435249874268,90.51212758996681,486.0669721461859,1128.2497180383868,10256.410256410258
2,9,13,800.2985090440596,1769.2104198659629,507.40985570953876,251.00398135446744,522.1164035424822,622.5514376447644,982.4002687484041,832.920769769498,14814.814814814816
5,7,10,916.7036484636982,594.5851772444797,628.7216732847189,137.56163278785718,208.77766172692364,483.6223266758366,447.56102073332545,619.0313053655454,15384.615384615385
2,4,11,1167.3120852882612,1956.5574604744365,529.3672326912593,333.04034600409204,284.469192141257,634.289582640049,314.14649855166755,986.8360406177961,8510.63829787234
1,3,5,1855.740109542969,806.4124251879923,443.0296212693604,382.9229943642958,684.5119880971279,611.3277142208387,174.85094290034365,1144.596759468938,17391.304347826088
4,10,10,823.4227898587304,527.8122482396587,71.88292980804356,332.0553473690861,593.9346961251597,650.2815746879563,602.6962953905373,104.71408652416574,4166.666666666667
4,5,10,824.5157634132098,1621.4573128564625,776.0514709717318,20.594739972759704,112.50345075804007,433.6861304675149,619.987950790223,1180.4238249267635,4081.632653061224
4,5,14,1527.5022465975471,1385.673995901577,647.0227856574768,261.8325206696947,365.81353594968954,146.64663382707138,1021.817755651256,176.46799575132198,4545.454545454547
5,3,7,1013.9922936016528,1096.7522896156504,262.5447478927332,39.43144494799827,62.169020370401,550.0796797685634,327.7873400195916,992.1131927810128,6153.846153846153
1,9,12,604.2886812919677,1199.6543916877363,784.7774503127265,117.8907437268143,405.47651141828686,511.5600766394977,506.7102265086079,393.974922857582,12903.225806451614
5,4,10,1014.391129038848,1494.5632008900748,497.4300081236049,42.619386132153245,543.4498488928117,604.1124222713064,985.4144275609339,228.04121668433632,5263.157894736843
5,5,8,453.5426366836398,611.2185343963378,482.64122023750735,249.4422721207674,130.0619939345952,169.10956459855885,1002.4584440388504,572.6383164794951,6153.846153846153
1,4,7,517.496575711202,1993.4010489021357,608.5356163664444,280.9041671271906,259.5525535709659,188.18115192421982,510.7644050962203,801.2313689813273,14285.714285714288
1,5,8,1097.0619909310635,1954.6276918642097,656.9450389485046,63.50530246504394,342.3558353816393,716.7112330866897,594.2189060810827,506.66606642629205,6060.60606060606
1,7,9,954.0658091081864,1370.5862354244864,538.9237415719421,165.8587755570922,738.8435787385979,609.9831268235738,419.68019775119694,141.11325727662285,7547.169811320755
1,9,11,1846.72262192258,559.1764116724613,137.352767238312,193.36987340310597,794.8738117214527,730.2536514122454,1124.4614638296296,751.3964764177626,9090.909090909094
4,7,11,852.3090184099397,1424.4108363763244,297.08330455581876,160.2401482691483,74.13258723666804,616.6236440845798,212.88101763056994,1090.6916692439559,40000.0
3,5,8,1245.0590305004782,329.9571361625165,745.3435666477978,65.98950018437336,618.3660218564979,493.8380325526295,1125.7993537616464,509.20120986092184,6557.377049180327
3,10,11,1338.0757182551547,255.17450397045096,210.7078650013275,179.20016027124063,322.5102904657808,537.140880141184,845.9304260555845,322.2927109465263,4255.31914893617
1,10,7,223.57002185900052,663.8291993201847,322.8469381165101,305.44765816719894,338.2682215344048,715.7372221944075,675.360811009139,575.6866274447532,5063.291139240507
3,7,12,1394.3672696300791,1032.7213221307695,368.37843103758894,46.98291252263708,613.2413797437373,479.89313342907485,116.57814807863538,134.1662363746346,8695.652173913044
3,10,12,520.4647403655525,1762.890509735085,373.94779216778363,50.468405351123316,738.0040884305106,520.6174064895745,612.6677348406492,998.9460946179078,5405.405405405406
1,5,11,1929.9265714450194,1508.9043255793547,505.83408269583947,154.813090897674,762.7057318219368,158.92230416273642,536.6778776030601,1005.5017082642091,6666.666666666668
3,3,9,467.5929099556033,1536.871738159966,756.7376366859778,377.8557704151915,478.6131653891238,400.18012728823805,260.56506941213723,738.5605190411839,40000.0
5,7,11,946.3234227086429,965.8880020065358,222.92646099270374,274.05760575470737,311.4120810683821,584.4618050881553,815.1787559207357,475.47523561099615,4000.0
2,2,2,353.629402541559,822.6829865845332,132.34104598869774,277.8945835355746,638.5373052526722,245.91645072043772,1167.6890162524803,975.7573681792774,13333.333333333336
2,9,12,1994.3736533227054,867.869773372285,190.07757229355235,157.52959651838867,230.7610512793482,193.71317719864655,709.6514683922682,701.2494677629712,6451.612903225807
1,10,17,1103.9510185962367,1977.7692147249045,714.062924159045,245.5911006592446,468.69626191347356,278.50837425055585,880.5236696172193,1005.0441855760182,16000.0
4,10,11,1271.6930311760789,272.1965445424685,530.8162176179566,23.849849930542486,312.5196307589036,223.5404772745534,156.66450687393882,787.2338476929831,5714.285714285714
1,1,2,320.73765929916954,1760.6566930204074,257.2891598217617,261.71649763562607,539.0396160179858,203.33360414766082,547.7870353150341,958.5341299983331,6349.20634920635
4,6,15,1549.9288467185202,1241.6157354303082,660.1196736161492,367.04904007897,222.70317379906524,362.8866405797461,210.32150338423537,750.3905524038912,8163.265306122448
2,7,8,577.8300675720544,989.5077545412629,694.6411972362114,252.77791797103134,185.61063875846762,729.957270551486,766.3313358008917,543.8379964015461,11428.571428571428
1,8,14,1816.497720993285,1505.4637887472459,683.3508974046114,352.0054655172112,737.8617058733322,425.36533152142596,1131.100017199853,1152.899363117274,4494.382022471911
6,10,15,569.2513528676129,1076.004094564465,738.3841655660615,295.1097610771157,117.37079904164806,182.8194894196455,821.1910603682353,686.0474838643062,5405.405405405406
5,9,13,543.2378971945999,1772.161828546989,231.7031753317548,65.8121982334023,424.5280098785481,98.4984687294643,166.01941411215213,757.7002607654031,4819.277108433735
3,2,5,265.7894021265708,1821.2633552202653,613.8318658471716,362.9322567686199,207.8481150518868,569.0786703048233,477.2261495832928,326.94615614451914,5479.452054794521
4,10,13,1049.7205011979986,959.0976683722197,390.0100179283464,45.24866085519446,69.58677212750726,330.9270609716548,696.7429849737537,780.7288841585496,7692.307692307692
6,2,8,1216.7140398727095,698.290035023093,679.9189001964469,222.90763956815022,67.37430190148406,664.5915194048731,531.5926868692425,720.2005674208971,15384.615384615385
3,5,8,318.2755509710343,1266.230591468052,593.6529146428261,74.01210704151391,173.1685468004288,541.2281841669854,1013.681291732193,287.01900570066795,5882.352941176471
3,5,12,1595.949710051019,1842.2540221100437,630.1000593397907,24.448512077743544,698.7454694245603,645.1435024114402,992.431525275188,146.73754903552097,12500.0
1,6,9,1015.9199025464497,579.1919402101997,538.6829966376143,180.37301884850282,254.68384542254026,246.67898995802102,765.250742515608,756.8824380805436,25000.0
3,3,8,1143.9024847896442,1321.339850414269,174.84586479697725,132.11546890857937,762.3489696372247,566.1927810704042,498.2728985486299,935.3353416723589,7547.169811320755
5,8,14,993.3729444888106,1336.808396166537,454.2204583616732,204.68018764308914,482.0329426717871,240.68710836722627,365.97673861483344,666.2095354326492,6451.612903225807
6,1,9,921.3735095755869,1519.603440347506,788.3490020386263,239.33595695912933,371.8267842242622,753.6920443822216,198.57923639870484,333.98534035800316,5000.0
3,6,9,1207.3525963547925,436.8218332290677,752.4149305378104,36.6208474774,480.86751434878556,523.6444539653646,477.48540550494056,826.5046138961991,4545.454545454547
1,4,7,479.43244267528246,1488.4849364277595,72.81203920572888,66.74125214702333,432.6907727719635,286.62896813326,542.7532192726459,169.71841380275453,9302.32558139535
5,1,7,527.4706348914881,1836.258537198154,165.25925995437223,232.28411065116165,616.6699528555672,244.8290153421272,836.9216761165625,574.853749378189,7272.727272727274
2,7,10,1751.214117824331,523.4295959664356,140.11386782546705,150.40359420561012,254.6970101393677,185.10420465444906,817.1390032132823,262.9707694062306,5194.805194805195
6,9,20,1903.0078318405392,627.5779848629799,591.7447315888246,297.0859252687903,308.3182976162298,567.9271287592331,158.5211163982078,286.5941371870694,4597.701149425287
3,4,12,871.9567693035553,1948.5111692749515,661.5168506912783,267.8708264649371,719.5116699252706,206.22386587842476,522.6904332828966,306.5692230571881,4597.701149425287
1,4,4,687.3404116583969,525.7585148770817,202.26863839611067,341.32965793616466,759.3069499943082,492.4304821048917,283.5923312834454,513.1119038892552,16000.0
2,6,10,1359.1991778302283,1737.8931680652427,424.4480466433901,283.14727413430563,718.3442528897207,241.1226204632716,255.6302299548224,137.28823029484533,5000.0
2,3,5,935.7215079765737,1086.1001416064626,678.9343012885121,183.37380940825628,358.7804754075583,543.0963980433402,1006.5784077057156,525.52865384059,14285.714285714288
4,6,7,245.69544018862075,645.0159339257187,596.9291740223506,275.7273165098843,633.0777822852301,659.3541936908099,126.94504272220843,653.112340768465,36363.636363636375
5,7,14,481.0746752591426,1767.349822290521,452.1002761738048,124.64484621705904,402.0151573088351,631.2991847899365,549.4848210103759,621.2895991622843,21052.631578947374
3,10,14,1488.7500119253157,1001.549459004798,488.66424474866744,136.3991295357208,418.1302876310377,618.2470115073942,268.38809445850035,508.71819245140546,6779.661016949153
1,10,14,1386.0630954382725,1126.6712370734424,426.3540156563729,319.81436076990144,195.55688288353582,182.66902832611157,1064.849841559891,1019.8442010392428,4444.444444444444
4,3,4,248.77278650627028,846.6200649195782,266.13682300230363,189.6394162326012,489.25903047647245,107.17255970823422,703.8853748680393,242.76589551096458,19047.619047619046
5,7,12,599.549891479309,1267.3115325828694,469.4167145728523,323.38452939697396,181.46328229254445,571.2011096504131,339.14631274206977,646.3803530351388,5063.291139240507
4,3,6,615.9346338585286,494.34297065304094,563.552829558069,332.5205019939458,291.9891712910673,319.94388248370706,642.7185616263415,149.48638699134082,12903.225806451614
6,2,10,1409.4069384777113,903.9467659731692,703.7254160542138,345.8736883112879,689.8229532311508,368.58313206654395,899.2647228674898,159.69436034325895,9756.097560975611
5,10,18,235.47896795785547,1944.9421802035176,523.5814290242287,368.3213896196588,197.37761500025,63.67331052297722,1153.092169989766,722.7297516383478,4301.075268817204
5,4,9,387.39544757223297,664.6401788620296,618.4523681528001,183.7743837950526,94.08029673180894,237.2781014490374,326.8995247548692,713.9406358743595,40000.0
3,8,15,1639.8489536717407,1382.125996174326,161.6544425654755,141.16939096203274,92.44577038574039,65.59406694459267,1072.5235847848667,1063.3975343857917,6349.20634920635
5,9,11,521.3803916978005,785.3421156044509,390.7836805590403,241.2355237057633,754.996235582362,708.1811871769482,1126.420607867589,704.8185167392819,5970.1492537313425
4,7,14,1374.9429941333747,1592.2516262358813,47.092031068590906,161.0455209062985,425.25953285099433,224.98147924608315,1106.391009875914,1154.9659428534324,5063.291139240507
5,1,4,628.7290058841078,435.57258929302964,227.4759370364335,248.40818338408855,351.1531745809339,463.5762488754861,791.664079685339,134.53823020792137,4347.826086956522
3,3,10,378.9945069668213,1945.6778811413806,592.1109034858837,288.12262780465335,656.267721566018,69.62428370245912,785.3991329668726,189.76860695443,14814.814814814816
3,9,11,637.7099437990173,1016.8211744905507,793.7755630255162,281.59390702701205,675.2277052119922,546.8040173923002,531.5959091658814,129.35376495882716,26666.66666666667
6,1,9,1500.0804773401865,624.8908340236352,115.37535568628408,162.3300970676461,292.4651851678595,285.5007827731113,922.6856281802425,287.5100723735648,7407.407407407408
4,9,13,1740.2536425913147,332.2941451940228,345.1356800545791,83.40687664552607,567.1497236800844,722.418582087826,675.0493005530437,686.2225242546795,12500.0
2,8,10,1694.3957562205849,505.5642291575733,648.0539362113614,183.60114861563886,626.0533400474338,714.9698235898672,838.7306397756898,803.0408431987194,12500.0
2,1,3,914.9303533132187,1135.593107400832,195.06708231796313,74.18577475112532,537.5345220181256,287.22086995492833,559.872852310651,131.05537690250907,11428.571428571428
5,6,11,1402.5532458271632,806.6057175763153,461.8645614697376,358.2368733698472,155.21225684807553,724.7302807247556,899.2760397283159,1139.4873966270713,4651.162790697675
6,5,13,568.9717317484777,1691.9900585886971,597.1341849825529,151.4334350803858,705.6711434729634,797.079831859072,1003.408099717095,1023.2252218484268,25000.0
1,6,7,727.6659144698239,975.5975425912507,508.1489421977362,78.69470394486305,449.7118600793666,667.3159047342006,244.00860739515406,412.2059800159443,4545.454545454547
5,10,16,1813.4044733380154,647.6856906577339,182.89879830771625,29.67014876418534,254.6790440412028,682.1022242939741,1012.8812814431354,166.45003385364413,7547.169811320755
6,5,8,223.40346231932486,1310.8609758872542,310.09227220116196,265.412506788864,363.1734209326474,229.24663944290833,685.1321156051441,270.27352200534415,11111.111111111111
4,6,9,353.9153555380426,1472.1989903938024,635.681756208902,262.02288063280247,68.55402870316962,478.2938231318949,1026.0258181810511,222.1777434055694,11428.571428571428
4,5,5,574.1952592628492,500.6754342217098,461.2121507403326,149.4295833008908,137.17876892903735,91.11449461519958,563.0579111019364,218.07783281482048,4545.454545454547
4,5,4,247.75796697287547,501.7145893189718,43.97450629261368,47.250517762107386,621.8155303920544,112.13763198446898,504.52534362899917,660.789091305622,8888.888888888889
4,4,5,526.5837831616353,266.00856848037733,618.3529776213513,175.65898006018818,40.00884241407827,799.1583851453009,1104.8680204192892,355.3491355926084,6250.0
4,3,9,1249.4748097454458,1525.523627118153,66.8366297545817,138.26264812408957,356.590029646542,288.2458295636923,361.3095796542094,481.1164825126418,5479.452054794521
6,3,11,958.5641910664963,1394.8481497192492,606.7576748757365,277.3058430993036,437.10773762504726,608.6197731571232,1025.5178043204803,1188.2459733904413,4000.0
6,4,14,1806.8090799385548,1054.335576349665,193.88522572558045,250.1961147920223,81.52215920073894,653.0654403003805,622.1030412105326,846.4319587963861,6060.60606060606
3,9,19,1671.3984111291936,1719.506808144555,768.135844890729,158.5456167150652,779.539403858973,692.0976859654943,655.7868956574108,1142.8583470926417,5128.205128205129
