Fan-in,Fan-out,Combinational Logic Depth,Propagation delay (register to flip-flop) (ps),Propagation delay (flip-flop to register) (ps),Setup time (ps),Hold time (ps),Rise transition time (ps),Fall transition time (ps),Propagation delay (low to high) (ps),Propagation delay (high to low) (ps),Clock pulse (ps)
4,8,18,589.197575,129.2735615,118.7290193,167.9609677,75.84582964,176.5440761,270.2705938,107.4505104,2898.550725
6,5,18,915.8248999,928.763063,308.9101328,123.8059166,328.2270326,350.8002472,265.3475052,367.3441434,2531.64557
6,4,18,661.8141963,654.9852831,72.10168818,31.83726944,261.6627887,259.9391901,535.3686574,582.8202149,2816.901408
2,8,18,205.2082366,816.8835619,223.41785,27.83288412,167.5029683,222.3515452,541.515195,251.5899597,2247.191011
4,7,18,945.8489113,533.3701164,101.7767114,182.8290957,276.1695123,63.84996403,549.1381479,74.74058763,4651.162791
5,2,18,664.9372478,205.5773701,24.60589436,137.14805,118.7638921,250.1423979,215.7717228,230.0109497,2083.333333
1,1,18,401.4150532,212.667213,111.6565539,167.5644919,151.1730392,64.53748416,426.9912551,323.3217264,2061.85567
4,4,17,225.3448654,717.0087585,390.8320269,177.0059911,368.6446204,148.1384987,192.1145815,130.6768837,3076.923077
2,8,17,814.6226703,487.2753054,324.5841025,118.6367469,130.3917122,74.27994663,146.7415065,408.5372421,9090.909091
6,2,17,658.0654803,280.472254,384.6391248,108.3148068,198.5955419,282.9879859,143.3941761,598.7396578,3076.923077
5,3,17,580.1149828,542.4350921,205.3845367,91.78120796,358.2536322,98.37580326,231.5802677,292.9741065,7407.407407
4,1,17,904.5033247,157.7880434,61.6997555,70.21985168,288.9341131,168.9065618,280.7762671,238.6479918,3174.603175
1,1,16,809.7374901,623.7742617,228.2246058,92.57323256,43.63722594,360.3564155,505.3315358,264.3943334,2325.581395
1,3,16,236.5073918,342.094064,192.6633871,157.0371346,75.97515683,97.64022569,107.1390123,104.4818599,3846.153846
3,5,16,380.549861,817.8031906,340.8556914,124.3654519,22.97980449,212.9659243,451.5584745,534.6332168,4166.666667
3,3,16,323.6402258,379.325763,57.2713807,179.5794251,259.7502803,179.3232312,337.6147519,272.3023671,2857.142857
2,1,16,769.5516633,509.6981342,205.5316321,94.24220273,190.1159017,26.8871356,201.2493919,256.8736704,3921.568627
4,1,16,130.1791913,110.4584859,77.01849258,125.34702,71.02444334,321.2480832,315.9789673,409.4265528,2222.222222
4,8,16,612.9007164,165.202199,143.3768522,129.9484351,384.014966,46.2374444,207.9675591,287.5387157,2272.727273
6,10,16,786.2128172,453.2442008,300.1956894,122.4224608,221.2706951,200.216908,373.8058949,403.0107425,7407.407407
6,2,16,889.0890731,531.9449512,200.8868892,143.5004169,111.9194518,233.0577521,282.9525968,74.40992247,6250
6,3,16,407.8735738,640.0184933,162.8375484,55.11235899,210.229357,258.8020535,132.0670963,495.6850725,3174.603175
3,2,16,839.1315742,362.4963208,169.9009859,107.3491177,278.2557264,281.6800191,105.2865218,566.6822136,5128.205128
4,3,16,199.5685633,725.4836975,194.589772,29.80271253,48.97090283,116.2435057,346.149582,403.3086162,2985.074627
4,7,16,861.8070626,874.1101575,318.3062867,83.05715225,124.3874497,23.79193513,545.3512986,574.5569202,2597.402597
1,1,16,214.7397961,801.86589,358.9921818,102.656743,326.6468865,294.9085917,232.6163045,124.802096,2631.578947
3,10,16,457.5585615,135.6569428,383.0271809,133.9226093,194.6726508,223.5495078,450.48006,307.3530661,2500
5,8,16,817.5658292,532.4562525,319.0232868,190.6009,227.699314,337.7247272,408.8503588,377.011771,7407.407407
3,10,16,234.9256846,194.4371606,139.8546204,124.1237026,184.4700808,332.1275779,561.670752,365.7725226,12500
5,10,16,306.3262557,317.8405143,281.4911883,151.2828441,36.6819782,340.4639438,499.7493697,264.8185963,4081.632653
1,10,16,750.0273116,987.9963339,186.2891871,106.1905513,82.98491633,204.3359708,357.298945,229.3272692,2531.64557
2,2,16,748.0328829,228.2459886,116.7748364,130.479766,189.3058227,146.7787904,407.937079,111.0214526,2105.263158
4,3,16,677.0328696,548.9993381,339.5312002,23.47712107,99.49047686,320.792117,543.0964213,259.3757723,2702.702703
1,9,16,724.5536,656.3401609,34.60201261,58.33440036,38.99203089,191.491763,263.7305194,131.0900565,2597.402597
4,7,15,588.451999,732.2184735,362.669557,78.75208771,340.5868723,89.70803463,223.0050353,451.2447788,3448.275862
6,4,15,326.619153,603.6838151,195.3614366,99.77373745,392.8531611,344.8901274,46.05420684,156.9453239,3278.688525
2,10,15,411.1263942,108.7937627,262.1365612,18.67326165,321.3942921,355.3727532,502.8686015,72.79657096,5263.157895
2,5,15,263.4379451,393.8151774,270.5544904,36.60457854,344.4382702,197.1977073,488.5491922,349.3250372,6666.666667
1,2,15,917.6055052,565.940479,360.1447415,62.59471848,111.9513095,48.76589638,98.49453014,373.3286503,2020.20202
2,8,15,625.0526153,179.0798492,261.9344792,194.5912113,385.0382507,167.3739142,363.0401334,528.2713143,2298.850575
5,4,15,460.7662751,415.5642381,253.2947622,72.95593135,94.83176769,325.3443106,299.829751,363.109703,11111.11111
2,9,15,515.8052233,129.8827979,45.32777541,101.587801,381.5433279,362.6741308,106.4770935,233.4692781,3571.428571
4,5,15,952.5550057,170.7206474,216.9950483,47.25856542,398.0313317,97.31964215,589.1182072,489.6866537,2352.941176
4,9,15,238.0162628,457.2309486,77.06422031,126.0482135,290.4546662,45.44997257,160.229697,342.5561802,3921.568627
4,4,15,627.6068488,219.4441786,300.2248321,63.32981095,392.8346181,353.3931722,77.65114085,84.39695939,3333.333333
4,10,15,555.299811,610.7867634,214.6443299,49.3285899,236.4251162,167.9738768,373.1145325,356.8763138,3076.923077
5,5,15,650.3088119,720.5184722,278.4865561,108.1487994,118.6258776,225.8691664,453.7653392,548.4903854,3333.333333
3,9,15,116.2991654,820.5280292,35.83570223,11.04610184,186.0584366,387.8650086,58.16832979,261.9350703,2531.64557
6,8,15,884.911518,280.1352198,52.2209661,11.4561662,245.5531554,45.29459661,408.8818777,205.9424491,6896.551724
1,3,15,938.9064542,250.734324,292.2028875,51.62307373,47.77099357,266.3608428,338.0834505,120.3428959,2061.85567
4,1,14,608.6198652,194.1110563,47.39204768,16.97705888,256.4904406,48.16006058,97.82840497,124.8094923,5555.555556
2,3,14,726.9857415,672.7872246,47.07755655,30.52489328,392.847578,162.6781928,136.6133711,282.3520312,4255.319149
4,4,14,930.2494431,735.8281538,24.60122059,74.38352337,92.24090692,325.4495272,358.0656065,373.5807015,2469.135802
2,2,14,736.5147709,128.4275303,383.4705314,162.4912791,321.1861442,184.7194484,205.9602636,85.14462689,2702.702703
6,1,14,237.2851386,942.5910216,300.2531766,118.6892422,365.0015416,398.9292945,565.456808,566.1584099,3174.603175
6,7,14,618.6595242,146.7741553,154.2355352,107.4068679,378.6066053,232.4425283,498.4945285,462.8748258,6060.606061
6,8,14,646.0435417,587.1667018,132.6835209,65.76287641,384.8515297,142.041618,590.7976356,368.5093942,3571.428571
2,7,14,481.7176042,738.1544675,152.8872273,187.0332067,218.1546627,103.6423038,185.4156698,503.9256557,2500
4,5,14,762.7998121,883.8722114,314.3683418,85.43285784,391.377005,153.197803,583.0452344,84.90458381,2173.913043
6,1,14,940.9303133,742.6782389,271.3208322,26.54762569,307.7778787,161.562644,281.4909671,307.0297715,2105.263158
5,7,14,933.0116616,821.5552748,90.37431579,127.2426381,81.43514577,46.11119754,234.6105254,392.852151,2777.777778
2,7,14,505.7554343,405.5051733,86.16154743,31.62929476,201.2220405,160.4381958,68.1957351,504.0456274,3030.30303
2,9,14,201.9142413,833.3426024,57.39034689,75.59239713,292.9658466,196.4106375,69.5485444,478.7429536,3125
4,3,14,986.3570791,172.1033617,270.9150335,106.4082684,113.98932,294.6403459,427.5263033,195.1587798,2898.550725
2,9,14,855.0082778,905.3349905,310.4616116,176.1022797,263.4337697,269.5572042,296.4402369,566.892895,2816.901408
2,1,14,212.1964131,592.8331385,120.7176428,103.7738503,273.308182,289.330949,166.8521106,109.6336712,5128.205128
6,1,14,928.7576944,835.567993,27.95908519,143.4291655,81.82590265,23.17819911,383.8233715,530.0748264,6451.612903
4,4,14,882.9067259,507.0864561,51.22523364,198.6351994,234.7324187,102.7136118,181.6005462,583.7265398,2380.952381
6,9,14,566.9542514,679.2199257,387.7868132,34.98293278,313.2182262,271.4400296,363.4737824,139.205973,2150.537634
6,6,14,632.1478922,573.7623948,132.2690154,62.19898985,209.5803525,203.9159599,241.1568983,444.356996,5263.157895
4,3,14,459.1024335,758.4305696,312.3047962,84.96945436,24.59918437,22.01912075,501.1892469,62.55989052,4000
1,1,14,149.2854749,173.4669838,257.3721562,90.14735392,23.43461825,325.7079641,499.58985,267.0367821,3921.568627
6,4,14,401.6775175,154.3168756,165.1370631,88.0940043,155.6711507,313.6676379,307.3162229,329.1186476,2702.702703
5,9,14,822.5681037,322.3929106,98.16115963,182.4460905,371.953746,228.3992819,236.4587012,365.1613265,5000
5,3,14,104.1688207,243.5902121,66.1268389,145.6662024,106.8971762,45.25606379,243.0334861,564.124859,5128.205128
2,9,14,400.1492545,884.6052099,253.7049279,125.5019907,261.0582018,311.2757188,491.2001344,416.4603849,7407.407407
5,7,14,458.3518242,297.2925886,314.3608366,68.78081639,104.3888309,241.8111633,223.7805104,309.5156527,7692.307692
2,4,14,583.6560426,978.2787302,264.6836163,166.520173,142.2345961,317.1447913,157.0732493,493.4180203,4255.319149
1,3,14,927.8700548,403.2062126,221.5148106,191.4614972,342.255994,305.6638571,87.42547145,572.2983797,8695.652174
4,10,14,411.7113949,263.9061241,35.9414649,166.0276737,296.9673481,325.1407873,301.3481477,52.35704326,2083.333333
4,5,14,412.2578817,810.7286564,388.0257355,10.29736999,56.25172538,216.8430652,309.9939754,590.2119125,2040.816327
4,5,13,763.7511233,692.836998,323.5113928,130.9162603,182.906768,73.32331691,510.9088778,88.23399788,2272.727273
5,3,13,506.9961468,548.3761448,131.2723739,19.71572247,31.08451019,275.0398399,163.89367,496.0565964,3076.923077
1,9,13,302.1443406,599.8271958,392.3887252,58.94537186,202.7382557,255.7800383,253.3551133,196.9874614,6451.612903
5,4,13,507.1955645,747.2816004,248.7150041,21.30969307,271.7249244,302.0562111,492.7072138,114.0206083,2631.578947
5,5,13,226.7713183,305.6092672,241.3206101,124.7211361,65.03099697,84.5547823,501.229222,286.3191582,3076.923077
1,4,13,258.7482879,996.7005245,304.2678082,140.4520836,129.7762768,94.09057596,255.3822025,400.6156845,7142.857143
1,5,13,548.5309955,977.3138459,328.4725195,31.75265123,171.1779177,358.3556165,297.109453,253.3330332,3030.30303
1,7,13,477.0329046,685.2931177,269.4618708,82.92938778,369.4217894,304.9915634,209.8400989,70.55662864,3773.584906
1,9,13,923.361311,279.5882058,68.67638362,96.6849367,397.4369059,365.1268257,562.2307319,375.6982382,4545.454545
4,7,13,426.1545092,712.2054182,148.5416523,80.12007413,37.06629362,308.311822,106.4405088,545.3458346,20000
3,5,13,622.5295153,164.9785681,372.6717833,32.99475009,309.1830109,246.9190163,562.8996769,254.6006049,3278.688525
3,10,13,669.0378591,127.587252,105.3539325,89.60008014,161.2551452,268.5704401,422.965213,161.1463555,2127.659574
1,10,13,111.7850109,331.9145997,161.4234691,152.7238291,169.1341108,357.8686111,337.6804055,287.8433137,2531.64557
3,7,13,697.1836348,516.3606611,184.1892155,23.49145626,306.6206899,239.9465667,58.28907404,67.08311819,4347.826087
3,10,13,260.2323702,881.4452549,186.9738961,25.23420268,369.0020442,260.3087032,306.3338674,499.4730473,2702.702703
1,5,13,964.9632857,754.4521628,252.9170413,77.40654545,381.3528659,79.46115208,268.3389388,502.7508541,3333.333333
3,3,13,233.796455,768.4358691,378.3688183,188.9278852,239.3065827,200.0900636,130.2825347,369.2802595,20000
5,7,13,473.1617114,482.944001,111.4632305,137.0288029,155.7060405,292.2309025,407.589378,237.7376178,2000
2,2,13,176.8147013,411.3414933,66.17052299,138.9472918,319.2686526,122.9582254,583.8445081,487.8786841,6666.666667
2,9,13,997.1868267,433.9348867,95.03878615,78.76479826,115.3805256,96.8565886,354.8257342,350.6247339,3225.806452
1,10,13,551.9755093,988.8846074,357.0314621,122.7955503,234.348131,139.2541871,440.2618348,502.5220928,8000
4,10,13,635.8465156,136.0982723,265.4081088,11.92492497,156.2598154,111.7702386,78.33225344,393.6169238,2857.142857
1,1,13,160.3688296,880.3283465,128.6445799,130.8582488,269.519808,101.6668021,273.8935177,479.267065,3174.603175
4,6,13,774.9644234,620.8078677,330.0598368,183.52452,111.3515869,181.4433203,105.1607517,375.1952762,4081.632653
2,7,13,288.9150338,494.7538773,347.3205986,126.388959,92.80531938,364.9786353,383.1656679,271.9189982,5714.285714
1,8,13,908.2488605,752.7318944,341.6754487,176.0027328,368.9308529,212.6826658,565.5500086,576.4496816,2247.191011
6,10,13,284.6256764,538.0020473,369.1920828,147.5548805,58.68539952,91.40974471,410.5955302,343.0237419,2702.702703
5,9,13,271.6189486,886.0809143,115.8515877,32.90609912,212.2640049,49.24923436,83.00970706,378.8501304,2409.638554
3,2,13,132.8947011,910.6316776,306.9159329,181.4661284,103.9240575,284.5393352,238.6130748,163.4730781,2739.726027
4,10,13,524.8602506,479.5488342,195.005009,22.62433043,34.79338606,165.4635305,348.3714925,390.3644421,3846.153846
6,2,13,608.3570199,349.1450175,339.9594501,111.4538198,33.68715095,332.2957597,265.7963434,360.1002837,7692.307692
3,5,13,159.1377755,633.1152957,296.8264573,37.00605352,86.5842734,270.6140921,506.8406459,143.5095029,2941.176471
3,5,13,797.974855,921.1270111,315.0500297,12.22425604,349.3727347,322.5717512,496.2157626,73.36877452,6250
1,6,13,507.9599513,289.5959701,269.3414983,90.18650942,127.3419227,123.339495,382.6253713,378.441219,12500
3,3,13,571.9512424,660.6699252,87.4229324,66.05773445,381.1744848,283.0963905,249.1364493,467.6676708,3773.584906
5,8,12,496.6864722,668.4041981,227.1102292,102.3400938,241.0164713,120.3435542,182.9883693,333.1047677,3225.806452
6,1,12,460.6867548,759.8017202,394.174501,119.6679785,185.9133921,376.8460222,99.2896182,166.9926702,2500
3,6,12,603.6762982,218.4109166,376.2074653,18.31042374,240.4337572,261.822227,238.7427028,413.2523069,2272.727273
1,4,12,239.7162213,744.2424682,36.4060196,33.37062607,216.3453864,143.3144841,271.3766096,84.8592069,4651.162791
5,1,12,263.7353174,918.1292686,82.62962998,116.1420553,308.3349764,122.4145077,418.4608381,287.4268747,3636.363636
2,7,12,875.6070589,261.714798,70.05693391,75.2017971,127.3485051,92.55210233,408.5695016,131.4853847,2597.402597
6,9,12,951.5039159,313.7889924,295.8723658,148.5429626,154.1591488,283.9635644,79.2605582,143.2970686,2298.850575
3,4,12,435.9783847,974.2555846,330.7584253,133.9354132,359.755835,103.1119329,261.3452166,153.2846115,2298.850575
1,4,12,343.6702058,262.8792574,101.1343192,170.664829,379.653475,246.2152411,141.7961656,256.5559519,8000
2,6,12,679.5995889,868.946584,212.2240233,141.5736371,359.1721264,120.5613102,127.815115,68.64411515,2500
2,3,12,467.860754,543.0500708,339.4671506,91.6869047,179.3902377,271.548199,503.2892039,262.7643269,7142.857143
4,6,12,122.8477201,322.507967,298.464587,137.8636583,316.5388911,329.6770968,63.47252136,326.5561704,18181.81818
5,7,12,240.5373376,883.6749111,226.0501381,62.32242311,201.0075787,315.6495924,274.7424105,310.6447996,10526.31579
3,10,12,744.375006,500.7747295,244.3321224,68.19956477,209.0651438,309.1235058,134.1940472,254.3590962,3389.830508
1,10,12,693.0315477,563.3356185,213.1770078,159.9071804,97.77844144,91.33451416,532.4249208,509.9221005,2222.222222
4,3,12,124.3863933,423.3100325,133.0684115,94.81970812,244.6295152,53.58627985,351.9426874,121.3829478,9523.809524
5,7,12,299.7749457,633.6557663,234.7083573,161.6922647,90.73164115,285.6005548,169.5731564,323.1901765,2531.64557
4,3,12,307.9673169,247.1714853,281.7764148,166.260251,145.9945856,159.9719412,321.3592808,74.7431935,6451.612903
6,2,12,704.7034692,451.973383,351.862708,172.9368442,344.9114766,184.291566,449.6323614,79.84718017,4878.04878
5,10,12,117.739484,972.4710901,261.7907145,184.1606948,98.6888075,31.83665526,576.546085,361.3648758,2150.537634
5,4,12,193.6977238,332.3200894,309.2261841,91.8871919,47.04014837,118.6390507,163.4497624,356.9703179,20000
3,8,12,819.9244768,691.0629981,80.82722128,70.58469548,46.22288519,32.79703347,536.2617924,531.6987672,3174.603175
5,9,12,260.6901958,392.6710578,195.3918403,120.6177619,377.4981178,354.0905936,563.2103039,352.4092584,2985.074627
4,7,12,687.4714971,796.1258131,23.54601553,80.52276045,212.6297664,112.4907396,553.1955049,577.4829714,2531.64557
5,1,12,314.3645029,217.7862946,113.7379685,124.2040917,175.5765873,231.7881244,395.8320398,67.2691151,2173.913043
3,3,12,189.4972535,972.8389406,296.0554517,144.0613139,328.1338608,34.81214185,392.6995665,94.88430348,7407.407407
3,9,12,318.8549719,508.4105872,396.8877815,140.7969535,337.6138526,273.4020087,265.7979546,64.67688248,13333.33333
6,1,12,750.0402387,312.445417,57.68767784,81.16504853,146.2325926,142.7503914,461.3428141,143.7550362,3703.703704
4,9,12,870.1268213,166.1470726,172.56784,41.70343832,283.5748618,361.209291,337.5246503,343.1112621,6250
2,8,12,847.1978781,252.7821146,324.0269681,91.80057431,313.02667,357.4849118,419.3653199,401.5204216,6250
2,1,12,457.4651767,567.7965537,97.53354116,37.09288738,268.767261,143.610435,279.9364262,65.52768845,5714.285714
5,6,12,701.2766229,403.3028588,230.9322807,179.1184367,77.60612842,362.3651404,449.6380199,569.7436983,2325.581395
6,5,12,284.4858659,845.9950293,298.5670925,75.71671754,352.8355717,398.5399159,501.7040499,511.6126109,12500
1,6,12,363.8329572,487.7987713,254.0744711,39.34735197,224.85593,333.6579524,122.0043037,206.10299,2272.727273
5,10,12,906.7022367,323.8428453,91.44939915,14.83507438,127.339522,341.0511121,506.4406407,83.22501693,3773.584906
6,5,12,111.7017312,655.4304879,155.0461361,132.7062534,181.5867105,114.6233197,342.5660578,135.136761,5555.555556
4,6,12,176.9576778,736.0994952,317.8408781,131.0114403,34.27701435,239.1469116,513.0129091,111.0888717,5714.285714
4,5,11,287.0976296,250.3377171,230.6060754,74.71479165,68.58938446,45.55724731,281.5289556,109.0389164,2272.727273
4,5,11,123.8789835,250.8572947,21.98725315,23.62525888,310.9077652,56.06881599,252.2626718,330.3945457,4444.444444
4,4,11,263.2918916,133.0042842,309.1764888,87.82949003,20.00442121,399.5791926,552.4340102,177.6745678,3125
4,3,11,624.7374049,762.7618136,33.41831488,69.13132406,178.2950148,144.1229148,180.6547898,240.5582413,2739.726027
6,3,11,479.2820955,697.4240749,303.3788374,138.6529215,218.5538688,304.3098866,512.7589022,594.1229867,2000
6,4,11,903.40454,527.1677882,96.94261286,125.0980574,40.7610796,326.5327202,311.0515206,423.2159794,3030.30303
3,9,11,835.6992056,859.7534041,384.0679224,79.27280836,389.7697019,346.048843,327.8934478,571.4291735,2564.102564
2,2,11,407.6356165,825.1031377,159.8174855,51.39958531,105.9276259,399.098753,212.7422376,119.8316708,2857.142857
4,9,11,333.4810901,626.818928,144.2340142,197.7268336,135.5955135,111.7686644,360.9036323,253.9981059,18181.81818
1,1,11,441.7231674,881.4441525,76.57745913,96.26030803,135.4981547,35.33331421,222.1182699,350.6498098,3125
6,1,11,631.2654483,285.257089,136.1296019,140.7721048,107.5583316,176.2527768,61.99087198,82.98451466,2247.191011
1,5,11,341.2572767,200.7276575,353.1272895,36.70506384,20.56005239,69.43065453,192.319219,42.34496843,2083.333333
1,6,11,661.7340171,342.7746504,398.6070483,102.2620429,297.1510218,28.52183788,43.57226431,415.4432269,4255.319149
1,6,11,468.470487,151.3781705,159.9576216,15.23197678,387.4012899,156.9621943,587.8786808,399.4189294,2247.191011
3,3,11,596.8424628,578.0525752,190.4720398,106.0364724,105.2315236,317.8205354,580.8184375,270.0417336,2298.850575
6,7,11,492.5138762,942.9451231,294.3869565,193.1633074,271.9579329,235.1486627,261.2869666,314.2006826,5263.157895
1,9,11,365.0191836,135.4091866,356.7543966,82.99927547,301.9206042,138.8556359,447.8876784,272.6480803,5714.285714
4,10,11,953.6079763,209.8989226,245.356847,17.40924239,342.4016441,268.6499621,233.6514151,53.44282511,4545.454545
5,8,11,787.2452147,506.9791255,168.7797653,15.88160027,180.5990949,108.1669085,415.812168,227.8080995,2272.727273
1,6,11,226.1018582,940.4875158,176.7962995,83.71748439,135.1137441,25.46494951,491.0408241,139.166063,2631.578947
3,8,11,881.6211783,384.5404945,284.3348957,40.40473793,143.6121509,310.4542868,570.183497,95.1175459,2083.333333
6,5,11,538.6880784,556.5113278,21.22294017,14.4368983,290.7961066,257.0223722,264.1188745,575.763443,5263.157895
3,8,11,905.0970042,137.4155731,255.4439482,153.6805867,330.3761973,309.6749973,478.6468705,375.641446,4651.162791
1,10,11,819.8697304,233.5088809,155.087344,97.11937169,89.01330775,34.79644634,188.9199324,448.0475192,4000
6,4,11,482.692154,987.9671107,321.7949859,64.95650667,160.9575831,338.1054586,594.5860901,216.6036962,4000
5,10,11,120.2223775,968.6068268,55.33644313,181.0158048,362.7372748,255.419956,54.43097531,260.1623925,6250
1,8,11,341.8096234,104.4459828,243.5168614,32.06640244,326.5435375,234.0902333,377.9761316,172.6774366,2500
3,10,11,587.4707932,956.6306069,202.7696982,191.6245775,394.246193,257.3533383,409.3233497,94.30077574,16666.66667
2,2,11,670.1303978,675.207944,264.0836998,69.6536763,306.6143387,348.4846338,425.305512,140.257717,2985.074627
4,5,11,332.0989169,881.1264651,44.6443659,178.7966977,169.4141764,243.0358725,107.4170441,486.6078654,4878.04878
3,9,11,225.4204667,509.2658701,240.3938392,124.5591465,244.4423769,240.7611444,565.5766787,419.4256509,5000
6,4,11,851.4372131,564.0364257,233.3641434,167.0743984,271.1854166,396.4580797,141.4626363,346.2801706,2197.802198
1,6,11,985.9619626,539.9619222,233.0508359,196.962501,49.8132102,307.5574635,388.7419058,306.0503288,3846.153846
4,1,11,573.1211641,700.1778318,249.3253133,64.79703319,226.9088445,188.0716461,164.6986043,556.5631988,12500
1,9,11,254.5113573,225.6861293,277.0578161,192.6157422,289.5419148,288.81086,212.0411935,80.73157076,20000
6,1,11,345.0765939,126.9762309,325.8958199,84.00156003,83.58209552,167.9075792,346.0167834,197.1364554,2857.142857
1,5,11,116.5516089,377.1369474,122.5318736,83.2472619,316.6400526,106.9726757,273.6283144,235.965198,8695.652174
2,4,11,922.8689259,734.2126865,333.5187759,74.67354981,241.8336566,246.8037132,129.7263365,478.1584548,3278.688525
4,3,11,205.9759746,281.6681069,209.3371593,112.8674454,381.8442786,372.7091973,135.7243854,595.8081873,13333.33333
4,6,11,618.864828,706.08919,49.28214607,39.2875582,36.12047332,373.0730176,274.1610814,174.7754883,10526.31579
6,2,11,346.6496986,972.9208415,42.24935311,115.2051822,120.8239323,149.9240057,464.0784678,529.6121071,2500
2,3,11,598.7602023,184.5106442,147.0105611,112.9239144,248.5904741,220.5174372,542.8602022,505.1487458,2020.20202
3,5,11,686.2783495,705.3419064,318.2608513,154.7613444,132.6927666,100.4216415,87.11149087,165.8081427,5128.205128
1,9,11,846.7676233,499.3751974,288.9187552,168.3934928,291.4811823,398.3398216,260.1381882,263.6262449,6666.666667
5,2,11,285.7791446,881.3280289,319.6736866,93.68385656,308.4220074,392.824805,96.13751568,269.4168068,2898.550725
1,10,10,109.8962458,259.4348105,216.5622414,67.44331738,58.95606635,266.8133933,49.29178915,587.8035744,2222.222222
1,8,10,223.1970671,723.363357,187.2756192,59.27363049,215.2646964,325.6773427,410.5624623,141.2994648,2409.638554
3,2,10,910.0167777,854.3037607,76.03196015,46.97852897,213.3784111,291.7380613,377.3716875,487.5284638,2777.777778
1,5,10,886.5010698,950.1527975,144.7132464,20.95304062,160.3266927,245.4001232,131.2907037,227.1479199,3921.568627
2,7,10,637.671792,714.9232255,184.9273591,75.06511598,374.5114478,40.27223886,170.9351865,449.2873936,3333.333333
2,8,10,640.4651744,547.4572876,53.66816328,61.3470615,334.4524016,192.8104502,53.27634204,275.2061624,2739.726027
4,1,10,698.5330071,656.0625162,103.832542,193.6193033,284.9395651,276.4187948,507.5704352,363.8814673,2352.941176
6,6,10,257.8341508,882.014486,247.3256117,115.964677,291.4441216,277.4620133,585.8267338,506.2625931,3076.923077
5,1,10,922.9707513,613.548772,299.5519834,75.98263742,195.4521346,161.786595,115.8573406,490.3327164,2247.191011
1,2,10,476.8934724,127.3483537,399.3720543,120.2888442,369.977918,377.8429549,169.6261197,525.1969828,4000
1,1,10,444.8246754,937.853826,374.5830659,36.44737326,283.9462624,83.59567225,526.3093334,73.38570219,4878.04878
3,5,10,567.0259348,720.5740759,264.1747758,94.36831235,297.0128034,210.1365896,558.8197269,427.5483097,8333.333333
6,10,10,142.2693701,708.8620472,180.0742603,128.9845211,347.4425434,282.5359111,274.9913344,118.392931,2816.901408
2,9,10,249.6550319,294.1076372,261.7473986,102.890588,124.147204,284.9116062,68.34858447,272.8583981,5555.555556
5,6,10,764.2302548,692.9969232,318.5476149,86.33797212,326.6869435,266.4828036,62.05942687,347.2095124,5405.405405
4,1,10,174.5188011,454.4779651,64.96775255,198.8311939,94.19142912,124.6095211,361.411925,265.5341115,2222.222222
2,1,10,642.8368985,686.1096793,175.7638581,177.2598048,151.2299419,79.3584961,260.021261,330.9825384,2739.726027
6,2,10,320.8141987,195.9337273,339.1248685,128.4471321,147.5319726,261.6573242,56.04535944,598.0547329,2941.176471
4,9,10,450.3660526,692.0607741,165.8565217,118.1816986,391.839678,247.7348041,366.6213397,115.7216957,2985.074627
3,3,10,359.8243631,999.4723532,237.3114631,127.9254912,345.484145,88.15528391,46.32942049,418.2553854,18181.81818
